State,Animal Name,Facts,Characteristics
New Hampshire,Groundhog (Woodchuck),"""""",{}
New Hampshire,Jack Crevalle,"{""Main Prey"": ""Smaller fishes"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""Solitary/School"", ""Fun Fact"": ""The jack crevalle is a highly aggressive predator!"", ""Biggest Threat"": ""Sharks"", ""Most Distinctive Feature"": ""Aggressive nature"", ""Other Name(s)"": ""Crevalle jack, common jack, blacktailed trevally, couvalli jack, black cavalli, yellow cavalli"", ""Average Spawn Size"": ""Up to one million eggs"", ""Predators"": ""Sharks, bigger fish like marlins, barracudas, seabirds"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""Crevalle jack"", ""Number Of Species"": ""1"", ""Slogan"": ""One of the biggest species in the Caranx genus"", ""Group"": ""School"", ""Migratory"": ""1""}","{""Color"": ""BlueGreenSilverOlive"", ""Skin Type"": ""Scales"", ""Age of Sexual Maturity"": ""Four to five years (males), five to six years (females)"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
New Hampshire,Mealybug,"{""Name Of Young"": ""Nymphs or instars"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""They have a symbiotic relationship with ants."", ""Biggest Threat"": ""Poisonous plants"", ""Most Distinctive Feature"": ""Waxy, mealy appearance"", ""Gestation Period"": ""4-6 days"", ""Litter Size"": ""100-600 eggs depending on species"", ""Habitat"": ""Plants"", ""Diet"": ""Herbivore"", ""Type"": ""Insect"", ""Common Name"": ""Mealybugs"", ""Location"": ""Worldwide""}","{""Color"": ""YellowWhite"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""68 days or 7-10 weeks"", ""Length"": ""2mm (male); 4mm (female)"", ""Age of Sexual Maturity"": ""20-44 days depending on species""}"
New Hampshire,Milk Snake,"{""Prey"": ""Rodents, reptiles, snakes, and insects."", ""Litter Size"": ""6-24 eggs"", ""Diet"": ""Carnivore"", ""Type"": ""reptile"", ""Common Name"": ""milk snake""}","{""Color"": ""YellowRedBlack"", ""Skin Type"": ""Scales"", ""Lifespan"": ""up to 22 years in captivity"", ""Length"": ""24-52 inches""}"
New Hampshire,Mockingbird,"{""Prey"": ""Insects, spiders, land crabs, snails, earthworms, other invertebrates, lizards, baby turtles"", ""Main Prey"": ""Insects"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Solitary/Pairs"", ""Fun Fact"": ""Mockingbirds are incredible mimics that can learn hundreds of songs!"", ""Biggest Threat"": ""Cats"", ""Most Distinctive Feature"": ""Ability to sing many songs and mimic birds and other animals."", ""Distinctive Feature"": ""Long tail; long, pointy bill; long legs; usually gray with white and black accents; sometimes blue or brown"", ""Incubation Period"": ""12 to 14 days in Northern Mockingbirds; little is reported on other species"", ""Age Of Fledgling"": ""About 12 days in Northern Mockingbirds; little is reported on other species"", ""Habitat"": ""Mostly open areas, sparse forests, forest edges, parks, urban areas, suburban areas, pastures, grasslands, savannas, shrublands, desert edges"", ""Predators"": ""Cats, hawks, owls, snakes, crows, jays, squirrels, raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalSolitaryPair"", ""Favorite Food"": ""Besides insects, berries and other fruits"", ""Number Of Species"": ""14"", ""Location"": ""North America, South America, Central America and the Caribbean"", ""Average Clutch Size"": ""4"", ""Nesting Location"": ""Usually in trees""}","{""Color"": ""BrownGreyBlueBlackWhite"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Approximately 8 years in the wild"", ""Weight"": ""1.4 to 2.8 ounces"", ""Length"": ""8 to 11 inches"", ""Age of Sexual Maturity"": ""About 1 year"", ""Venomous"": ""No"", ""Aggression"": ""High""}"
New Hampshire,Mourning Warbler,"{""Prey"": ""Insects and insect larvae, spiders, other invertebrates"", ""Main Prey"": ""Insects and larvae"", ""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Mainly solitaryPair"", ""Fun Fact"": ""The Mourning Warbler was named for its gray head, which resembles a mourning veil!"", ""Estimated Population Size"": ""14 million mature individuals"", ""Biggest Threat"": ""Nest predators"", ""Most Distinctive Feature"": ""Gray head that resembles a mourning veil with black crescent at the base"", ""Distinctive Feature"": ""Black eye line from top of bill to eyes; narrow, pointy, pink bill with black on top; olive feathers on upper parts; yellow feathers on underparts; pink legs and feet; three toes facing forward and one facing back"", ""Temperament"": ""Moderately territorial"", ""Wingspan"": ""7.5 inches"", ""Incubation Period"": ""12 days"", ""Age Of Independence"": ""About 36 days"", ""Age Of Fledgling"": ""7 to 9 days"", ""Habitat"": ""Sparsely wooded areas, including disturbed or burned forests, with dense undergrowth; shrublands or overgrown grasslands with thickets and dense, low vegetation"", ""Predators"": ""Mainly nest predators such as squirrels, chipmunks and raccoons"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""DiurnalPair"", ""Favorite Food"": ""Insects and insect larvae, spiders, other invertebrates, some fruits"", ""Common Name"": ""Mourning Warbler"", ""Location"": ""Canada, United States, Mexico, Central America, far northwestern South America including parts of Ecuador, Colombia, and Venezuela"", ""Average Clutch Size"": ""4"", ""Group"": ""Flock"", ""Nesting Location"": ""On or very near the ground"", ""Migratory"": ""1""}","{""Color"": ""GreyYellowBlackDull Olive"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""Oldest recorded individual was 7.9 years old."", ""Weight"": ""Average 0.45 ounces"", ""Length"": ""Average about 5.2 inches"", ""Age of Sexual Maturity"": ""1 year"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
New Hampshire,Nematode,"{""Fun Fact"": ""Nematodes range in size from 1/10 of an inch to 28 feet long"", ""Estimated Population Size"": ""4.4 \u00d7 10 to the 20th power (100 million million million)"", ""Most Distinctive Feature"": ""tubelike appearance"", ""Habitat"": ""soil, water, plants, animals worldwide"", ""Diet"": ""Omnivore"", ""Common Name"": ""roundworm"", ""Special Features"": ""survives in low oxygen habitats"", ""Number Of Species"": ""20000"", ""Location"": ""worldwide""}","{""Color"": ""BrownYellowRedWhiteGreen"", ""Lifespan"": ""3 days to 15 years"", ""Length"": ""1/10 of an inch to 28 feet""}"
New Hampshire,New Hampshire Red Chicken,"{""Name Of Young"": ""Chicks"", ""Group Behavior"": ""Flock"", ""Fun Fact"": ""New Hampshire reds are known for being quite food aggressive towards other chickens and won't hesitate to push other flock mates out of the way to get to the feed."", ""Most Distinctive Feature"": ""Reddish coloring"", ""Incubation Period"": ""21 days"", ""Predators"": ""Foxes, wolves, mountain lions, weasels, opossums, and dogs"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Diurnal"", ""Common Name"": ""New Hampshire Red"", ""Origin"": ""New Hampshire and Massachusetts""}","{""Color"": ""RedLight-Brown"", ""Skin Type"": ""Feathers"", ""Lifespan"": ""7 to 8 years"", ""Weight"": ""6.5 to 8.5 pounds"", ""Age of Sexual Maturity"": ""18-22 weeks"", ""Aggression"": ""Medium""}"
New Hampshire,Northern Water Snake,"{""Prey"": ""Fish, amphibians, smaller reptiles, rodents, small mammals, invertebrates"", ""Fun Fact"": ""Northern watersnakes\u2019 teeth help them nab fish as they swim by."", ""Other Name(s)"": ""Common water snake"", ""Litter Size"": ""12-36"", ""Diet"": ""Carnivore"", ""Type"": ""Reptile"", ""Common Name"": ""Northern water snake""}","{""Color"": ""GreyBlackTanBlack-BrownGrey-Brown"", ""Skin Type"": ""Scales"", ""Lifespan"": ""9 years in captivity; unknown in the wild"", ""Length"": ""2 ft 3.5 in to 4.5 ft""}"
New Hampshire,Orb Weaver,"{""Prey"": ""mosquitoes, gnats, flies, aphids, moths, grasshoppers"", ""Fun Fact"": ""Females are about four times the size of males"", ""Biggest Threat"": ""birds"", ""Most Distinctive Feature"": ""Skull-like head"", ""Other Name(s)"": ""Orb spider, garden spider"", ""Gestation Period"": ""3-6 months"", ""Habitat"": ""gardens, hedges, trees"", ""Predators"": ""birds, reptiles, insects"", ""Diet"": ""Carnivore"", ""Type"": ""arachnid"", ""Common Name"": ""Orb weaver"", ""Location"": ""Worldwide""}","{""Color"": ""BrownYellowBlackWhiteGolden"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""12 months"", ""Length"": ""0.25-0.375 inch (male); 1-1.5 inches (female)"", ""Age of Sexual Maturity"": ""6-9 months""}"
New Hampshire,Owl,"{""Prey"": ""Insects, rodents, rabbits, hares, and fish"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""GroupFamily units"", ""Fun Fact"": ""The owl can rotate its head some 270 degrees"", ""Estimated Population Size"": ""Unknown"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""The massive front-facing eyes"", ""Other Name(s)"": ""Hooters"", ""Gestation Period"": ""1-2 months"", ""Litter Size"": ""Up to 12 eggs"", ""Habitat"": ""Grasslands, forests, swamps, and others"", ""Predators"": ""Birds of prey, cats, and humans"", ""Diet"": ""Carnivore"", ""Type"": ""Bird"", ""Common Name"": ""Owl"", ""Location"": ""Worldwide""}","{""Color"": ""BrownGreyBlackWhite"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""40 mph"", ""Lifespan"": ""Up to 25 years"", ""Weight"": ""Up to 4kg (9lbs)"", ""Height"": ""13-71cm (5-28in)"", ""Length"": ""25-182cm (10-72in)"", ""Age of Sexual Maturity"": ""1-2 years""}"
New Hampshire,Polyphemus Moth,"{""Name Of Young"": ""Larvae, caterpillars"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""The Polyphemus moth doesn\u2019t and can't eat, except when it's a caterpillar!"", ""Estimated Population Size"": ""Unknown but possibly millions"", ""Biggest Threat"": ""Habitat disturbance, artificial light, predation by squirrels, climate change"", ""Most Distinctive Feature"": ""The eyespots on their hindwings"", ""Gestation Period"": ""10 days"", ""Litter Size"": ""1-5 eggs"", ""Habitat"": ""Cities, yards, farms, riversides, orchards, bogs, marshes, swamps, forests dominated by hardwoods such as oak, maple and birch"", ""Predators"": ""Squirrels, raccoons, mice, woodpeckers, other insects including wasps and ants"", ""Diet"": ""Omnivore"", ""Type"": ""Moth"", ""Common Name"": ""Polyphemus moth"", ""Number Of Species"": ""1"", ""Location"": ""Most of the United States, Canada and Mexico""}","{""Color"": ""BrownPurpleBlack-BrownLight-Brown"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""Less than a week as an adult, three months overall"", ""Length"": ""4-6 inches"", ""Age of Sexual Maturity"": ""Same day of emerging from cocoons""}"
New Hampshire,Quahog Clam,"{""Main Prey"": ""Phytoplankton"", ""Name Of Young"": ""Veliger"", ""Group Behavior"": ""Solitary except during mating season"", ""Fun Fact"": ""Quahog clams can \""walk\"" on a muscular \""foot\""!"", ""Biggest Threat"": ""Fish, crabs, lobster"", ""Most Distinctive Feature"": ""Hinged shell"", ""Other Name(s)"": ""Hard clam, northern quahog, hard-shell clam, round clam, chowder clam"", ""Predators"": ""Fish, crabs, lobster, infauna, birds, humans"", ""Common Name"": ""Hard clam"", ""Number Of Species"": ""1"", ""Slogan"": ""Their hinged shell protects their soft body""}","{""Color"": ""GreyWhite"", ""Skin Type"": ""Shell"", ""Age of Sexual Maturity"": ""1-2 years (depends on shell size)"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Hampshire,Queen Snake,"{""Prey"": ""Freshly moulted crayfish"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Queen snakes have armor-like scales on the top of their head"", ""Gestation Period"": ""2-3 months"", ""Litter Size"": ""12-24 live babies"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""DiurnalCrepuscular""}","{""Color"": ""BrownGreyYellowWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""5-10 years in the wild, up to 20 in captivity"", ""Length"": ""Up to 24\u201d"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Hampshire,Rat Snakes,"{""Prey"": ""Rats, mice, birds, bird eggs, lizards"", ""Main Prey"": ""Rats and mice"", ""Name Of Young"": ""Hatchlings"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Rat snakes are constrictors from the Colubridae family of snakes."", ""Biggest Threat"": ""Vehicles on roads, human encroachment"", ""Other Name(s)"": ""Corn snake, rat snake, bush snake,"", ""Gestation Period"": ""2-3 months"", ""Temperament"": ""Generally mellow, but some species are more aggressive."", ""Litter Size"": ""Anywhere from 3-20 eggs"", ""Habitat"": ""Dense rainforest jungles to arid deserts."", ""Diet for this Fish"": ""Carnivore"", ""Lifestyle"": ""Diurnalor Nocturnal Depending on Region and Season"", ""Number Of Species"": ""50"", ""Average Clutch Size"": ""12"", ""Nesting Location"": ""Hollow logs, leaf litter""}",{}
New Hampshire,Redear Sunfish,"""""",{}
New Hampshire,Rooster,"{""Prey"": ""Insects"", ""Name Of Young"": ""Chick"", ""Group Behavior"": ""Sociable"", ""Fun Fact"": ""Will mate with the entire flock!"", ""Estimated Population Size"": ""23 billion"", ""Biggest Threat"": ""Humans, predators"", ""Most Distinctive Feature"": ""Bushy tailfeathers"", ""Other Name(s)"": ""Cock, cockerel, capon"", ""Gestation Period"": ""21 days"", ""Litter Size"": ""2 to 4"", ""Habitat"": ""Farms"", ""Predators"": ""Foxes, coyotes, raccoons"", ""Diet"": ""Omnivore"", ""Type"": ""Bird"", ""Common Name"": ""Rooster"", ""Number Of Species"": ""1"", ""Location"": ""Worldwide"", ""Group"": ""Flock""}","{""Color"": ""BrownRedBlueBlackWhiteGreen"", ""Skin Type"": ""Feathers"", ""Top Speed"": ""9 mph"", ""Lifespan"": ""8 to 15 years"", ""Height"": ""2 to 3 feet tall"", ""Length"": ""10 to 16 inches"", ""Age of Sexual Maturity"": ""16 to 26 weeks"", ""Age of Weaning"": ""2 months""}"
New Hampshire,Rough Green Snake,"{""Prey"": ""Insects, snails, spiders, and small frogs"", ""Fun Fact"": ""Rough green snakes are great pet snakes because they're low-maintenance."", ""Other Name(s)"": ""Grass snake, green grass snake"", ""Litter Size"": ""3-12 eggs"", ""Habitat"": ""Wetland areas"", ""Diet"": ""Carnivore"", ""Type"": ""Reptile"", ""Common Name"": ""Rough green snake""}","{""Color"": ""Green"", ""Skin Type"": ""Scales"", ""Lifespan"": ""5-8 years in the wild; 5-15 years in captivity"", ""Length"": ""Typically about 32 inches but can reach 2.5-3 feet""}"
New Hampshire,Sandhill Crane,"{""Prey"": ""Occasional small mammals"", ""Name Of Young"": ""Fledglings"", ""Group Behavior"": ""Family unitsFlock"", ""Biggest Threat"": ""Habitat Loss, Predation"", ""Wingspan"": ""5'5\"" to 7'7\"""", ""Incubation Period"": ""30 days"", ""Age Of Independence"": ""10-12 months"", ""Age Of Fledgling"": ""30 days"", ""Average Spawn Size"": ""1-3"", ""Habitat"": ""Marshes and Bogs"", ""Predators"": ""Most predatory mammals"", ""Diet"": ""Herbivore"", ""Lifestyle"": ""Flock"", ""Nesting Location"": ""Marshes, shallow water""}","{""Color"": ""BrownGreyFawnRed"", ""Lifespan"": ""20 years or more"", ""Weight"": ""7.1-11 pounds"", ""Height"": ""3-4 ft"", ""Age of Sexual Maturity"": ""2 years"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Hampshire,Scarlet Kingsnake,"{""Prey"": ""Lizards, other snakes, birds and their eggs, rodents"", ""Fun Fact"": ""Scarlet kingsnake\u2019s pattern is an example of Batesian mimicry."", ""Other Name(s)"": ""scarlet milk snake"", ""Litter Size"": ""10"", ""Diet for this Fish"": ""Carnivore"", ""Type"": ""reptile"", ""Common Name"": ""scarlet kingsnake""}","{""Color"": ""YellowRedBlackWhite"", ""Skin Type"": ""Scales"", ""Lifespan"": ""21 years"", ""Length"": ""1.5 to 2.5 feet""}"
New Hampshire,Seagull,"{""Prey"": ""Fish, insects, earthworms, rodents, reptiles, amphibians, birds, and more"", ""Fun Fact"": ""Some gulls are capable of using tools"", ""Estimated Population Size"": ""millions"", ""Biggest Threat"": ""Overfishing and climate change"", ""Most Distinctive Feature"": ""The long bill, hooked at the end"", ""Other Name(s)"": ""mews"", ""Wingspan"": ""up to 67 inches"", ""Incubation Period"": ""one month"", ""Habitat"": ""Coasts and beaches"", ""Predators"": ""Raccoons, cats, foxes, minks, and birds of prey"", ""Diet"": ""Carnivore"", ""Type"": ""bird"", ""Common Name"": ""seagull"", ""Number Of Species"": ""-2"", ""Average Clutch Size"": ""2"", ""Nesting Location"": ""Ground and cliff sites"", ""Age of Molting"": ""one to two months"", ""Migratory"": ""1""}","{""Color"": ""BrownGreyYellowRedBlackWhite"", ""Lifespan"": ""up to 49 years"", ""Weight"": ""four ounces to four pounds"", ""Height"": ""11-30 inches""}"
New Hampshire,Smallmouth Bass,"""""",{}
New Hampshire,Smokybrown Cockroach,"{""Prey"": ""Decaying plant and animal matter"", ""Name Of Young"": ""Nymph"", ""Group Behavior"": ""Colony"", ""Fun Fact"": ""Has up to 45 eggs per egg case"", ""Biggest Threat"": ""Extermination by humans"", ""Most Distinctive Feature"": ""Rich mahogany coloring"", ""Other Name(s)"": ""Roach"", ""Gestation Period"": ""24-70 days"", ""Litter Size"": ""40-45 eggs per egg case"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Nocturnal"", ""Type"": ""Insect"", ""Number Of Species"": ""1"", ""Location"": ""All continents except Antarctica""}","{""Color"": ""BrownBlack"", ""Skin Type"": ""Exoskeleton"", ""Top Speed"": ""3 mph"", ""Lifespan"": ""2-6 months"", ""Weight"": ""0.105 g"", ""Height"": ""0.25 in"", ""Length"": ""1.5 in"", ""Age of Sexual Maturity"": ""90-100 days""}"
New Hampshire,Southeastern Blueberry Bee,"{""Prey"": ""N/A"", ""Main Prey"": ""N/A"", ""Name Of Young"": ""larvae"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Over the years that Southeastern Blueberry bees have been monitored, their emergence has shifted 44 days, with the bees emerging much earlier than in the past."", ""Estimated Population Size"": ""Undetermined"", ""Biggest Threat"": ""Habitat loss; agricultural chemicals"", ""Most Distinctive Feature"": ""Buzz pollination"", ""Distinctive Feature"": ""Affinity for blueberry blossoms"", ""Other Name(s)"": ""N/A"", ""Gestation Period"": ""N/A"", ""Temperament"": ""mild"", ""Wingspan"": ""0.75-1 inch (19-25 mm)"", ""Training"": ""N/A"", ""Optimum pH Level"": ""N/A"", ""Incubation Period"": ""3-7 days"", ""Age Of Independence"": ""spring emergence"", ""Age Of Fledgling"": ""spring emergence"", ""Average Spawn Size"": ""1-28"", ""Litter Size"": ""N/A"", ""Habitat"": ""subterranean burrows near blueberry plants"", ""Predators"": ""birds, spiders, wasps, small mammals"", ""Diet"": ""Herbivore"", ""Average Litter Size"": ""N/A"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Blueberry blossoms"", ""Type"": ""Habropoda laboriosa"", ""Common Name"": ""Southeastern blueberry bee"", ""Special Features"": ""buzz pollinator"", ""Origin"": ""Southeastern U.S."", ""Number Of Species"": ""50"", ""Location"": ""Becoming widely distributed across North America"", ""Slogan"": ""N/A"", ""Group"": ""N/A"", ""Nesting Location"": ""in loose well-drained soil near blueberry plants."", ""Age of Molting"": ""various times throughout larval stage""}","{""Color"": ""YellowBlackGoldCreamOrange"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""3 weeks-1 year"", ""Weight"": ""less than 1 ounce"", ""Height"": ""0.1-0.2 inches"", ""Length"": ""0.4- 0.6 inches (13 -16 mm)"", ""Age of Sexual Maturity"": ""at emergence"", ""Age of Weaning"": ""N/A"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Hampshire,Striped Bass,"{""Prey"": ""Menhaden, bay anchovies, silversides, yellow perch, alewives, smelt, flounders, mummichogs, rock gunnels, sand lance, juvenile silver hake and tomcod, river herring, shad, and blueback herring"", ""Main Prey"": ""Menhaden"", ""Name Of Young"": ""Fry"", ""Group Behavior"": ""School"", ""Fun Fact"": ""Pilgrims counted striped bass as an essential part of their diet from the time they arrived in North America."", ""Estimated Population Size"": ""Approximately 218.9 million fish in 2021"", ""Biggest Threat"": ""Overfishing"", ""Most Distinctive Feature"": ""Black stripes running along the side of the fish from the gills to the tail"", ""Other Name(s)"": ""Striper, rockfish"", ""Age Of Independence"": ""At birth"", ""Average Spawn Size"": ""500,000 to 4 million eggs"", ""Habitat"": ""Ocean and freshwater rivers and estuaries"", ""Predators"": ""Humans, sharks, seals, tomcod, cod, silver hake"", ""Diet"": ""Carnivore"", ""Lifestyle"": ""School"", ""Favorite Food"": ""Menhaden"", ""Common Name"": ""Striped bass"", ""Origin"": ""Eastern Atlantic seaboard of North America"", ""Location"": ""Eastern Atlantic seaboard of North America, and introduced to interior lakes and rivers, as well as the western U,S. coastline"", ""Nesting Location"": ""Freshwater rivers"", ""Migratory"": ""1""}","{""Color"": ""BrownBlueBlackGreenSilver"", ""Skin Type"": ""Scales"", ""Top Speed"": ""4 mph"", ""Lifespan"": ""10-12 years on average, instances of 30 plus in the wild"", ""Weight"": ""20-40 pounds on average, confirmed record of 81, historical record of 124"", ""Length"": ""20-34 inches on average"", ""Age of Sexual Maturity"": ""2-4 years for males, 5-8 for females"", ""Venomous"": ""No""}"
New Hampshire,Swallowtail Butterfly,"{""Prey"": ""plant nectar"", ""Main Prey"": ""plant nectar"", ""Name Of Young"": ""larva (caterpillar); the pupa (chrysalis)"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Group of butterflies is called a kaleidoscope."", ""Estimated Population Size"": ""With 500+ species of swallowtails, its difficult accurately estimate population size."", ""Biggest Threat"": ""habitat destruction and climate change"", ""Most Distinctive Feature"": ""colorful, swallow-like tails"", ""Distinctive Feature"": ""large size, distinctive markings"", ""Other Name(s)"": ""Swallowtail butterflies are comprised of over 500 species, including Black Swallowtail, Zebra Swallowtail, Spicebush Swallowtail, and Pipeline Swallowtail."", ""Gestation Period"": ""Swallowtail eggs hatch in approximately 4 days; Caterpillars become pupas in about two weeks;"", ""Temperament"": ""docile, solitary; males can be aggressive when defending territory or mating."", ""Wingspan"": ""2-4 inches"", ""Training"": ""N/A"", ""Optimum pH Level"": ""N/A"", ""Incubation Period"": ""N/A"", ""Age Of Independence"": ""birth"", ""Age Of Fledgling"": ""N/A"", ""Average Spawn Size"": ""300-700"", ""Litter Size"": ""300-700"", ""Habitat"": ""Worldwide except Antarctica"", ""Predators"": ""Birds, lizards, snakes, spiders"", ""Diet"": ""Herbivore"", ""Average Litter Size"": ""300-700"", ""Lifestyle"": ""DiurnalSolitary"", ""Favorite Food"": ""nectar"", ""Type"": ""Papilionidae"", ""Common Name"": ""Swallowtail"", ""Special Features"": ""Swallow-like tail"", ""Location"": ""worldwide except in Antarctica"", ""Slogan"": ""N/A"", ""Group"": ""kaleidoscope"", ""Nesting Location"": ""under leaves, between rocks"", ""Age of Molting"": ""N/A"", ""Migratory"": ""1""}","{""Color"": ""BrownGreyYellowFawnBlueBlackWhiteTanDark BrownCreamOrangeChocolate"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""2-4 weeks"", ""Weight"": ""0.0014 - 0.0105 ounces"", ""Height"": ""1-2 inches"", ""Length"": ""2-4 inch wingspan"", ""Age of Sexual Maturity"": ""approx. 1-2 weeks"", ""Age of Weaning"": ""N/A"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
New Hampshire,Tree Cricket,"{""Prey"": ""Soft-bodied insects like aphids"", ""Name Of Young"": ""Nymph"", ""Group Behavior"": ""Mainly solitary"", ""Fun Fact"": ""The music of tree crickets is typically lower in pitch than the music produced by other cricket subfamilies!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Ability to make musical noises with their wings"", ""Other Name(s)"": ""Pale bush cricket"", ""Habitat"": ""Trees, shrubs, herbs"", ""Predators"": ""Birds, small mammals, reptiles, amphibians, other insects, spiders"", ""Diet"": ""Omnivore"", ""Lifestyle"": ""Nocturnal"", ""Favorite Food"": ""Various plants, insects like aphids"", ""Location"": ""Every continent except Antarctica"", ""Slogan"": ""They make music with their wings"", ""Group"": ""Orchestra""}","{""Color"": ""Green"", ""Skin Type"": ""Exoskeleton"", ""Lifespan"": ""Approximately 90 days"", ""Venomous"": ""No"", ""Aggression"": ""Medium""}"
New Hampshire,Yellowish Cuckoo Bumblebee (formerly Fernald’s Cuckoo Bumblebee),"""""",{}
New Jersey,Admiral Butterfly,"{""Name Of Young"": ""Larvae"", ""Group Behavior"": ""Solitary/Group"", ""Fun Fact"": ""Admiral butterflies are named for their wing patterns, which resemble military insignia!"", ""Biggest Threat"": ""Habitat loss"", ""Most Distinctive Feature"": ""Flashy wing colors and patterns"", ""Wingspan"": ""1.75 to 3.9 inches"", ""Habitat"": ""Forests, fields, jungles, mountain ranges, orchards, near streams and marshes, urban areas"", ""Predators"": ""Monkeys, birds, rats, snakes, frogs, toads, lizards, dragonflies, wasps, ants, flies, spiders"", ""Diet"": ""Herbivore"", ""Lifestyle"": ""Diurnal"", ""Favorite Food"": ""Nectar, rotting fruit, carcasses, urine, excrement"", ""Special Features"": ""Camouflage, mimicry"", ""Slogan"": ""Stunningly beautiful wings"", ""Group"": ""Kaleidoscope, flutter, or swarm""}","{""Color"": ""BrownYellowRedBlueBlackWhiteGreenOrangePurpleMulti-coloredBlack-Brown"", ""Skin Type"": ""Exoskeleton"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
New Jersey,Albino (Amelanistic) Corn Snake,"""""",{}
New Jersey,American Eel,"{""Prey"": ""insect larvae, fish, molluscs, bivalves, crustaceans, insects, worms, frogs, plants"", ""Name Of Young"": ""Leptocephalus, glass eel, elver, yellow eel"", ""Group Behavior"": ""Solitary"", ""Fun Fact"": ""Don't eat raw eel! Their blood is poisonous to humans when consumed raw."", ""Estimated Population Size"": ""700,000"", ""Biggest Threat"": ""Human activity"", ""Most Distinctive Feature"": ""Long, snakelike body"", ""Other Name(s)"": ""Atlantic eel, black eel, Boston eel, bronze eel, common eel, freshwater eel, green eel, little eel, river eel, silver eel, slippery eel, snakefish"", ""Gestation Period"": ""Unknown"", ""Litter Size"": ""750 eggs"", ""Habitat"": ""Freshwater, estuaries, Atlantic Ocean, Sargasso Sea"", ""Predators"": ""Fish, bad eagles, seagulls, large waterfowl"", ""Diet"": ""Omnivore"", ""Common Name"": ""American Eel"", ""Number Of Species"": ""1"", ""Location"": ""East coast of North America"", ""Group"": ""Solitary""}","{""Color"": ""BrownYellowWhiteGreenDark BrownSilverLight GreyDark Grey"", ""Skin Type"": ""Scales"", ""Lifespan"": ""15-20 years"", ""Weight"": ""Up to 17 pounds"", ""Length"": ""Up to 4 feet"", ""Age of Sexual Maturity"": ""1-4 years"", ""Age of Weaning"": ""Immediately after birth"", ""Venomous"": ""No"", ""Aggression"": ""Low""}"
